"","X","age","fnlwgt","education.num","hours.per.week","workclass","marital.status","occupation","race","sex","native.country","income","net.capital.gain"
"275",275,30,57651,9,42,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",-2001
"276",276,20,315877,9,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",-2001
"277",277,42,74680,14,60,"Federal.gov","other","Adm.clerical","White","Male","US","Less_or_equal_50K",-2001
"278",278,31,454508,7,40,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",-2001
"279",279,33,202046,13,40,"Private","not-married","Handlers.cleaners","White","Male","US","Less_or_equal_50K",-2001
"280",280,25,121102,12,30,"Private","not-married","Tech.support","White","Female","US","Less_or_equal_50K",-2001
"281",281,20,146879,9,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",-2001
"282",282,23,213955,9,40,"Private","not-married","Adm.clerical","Black","Male","US","Less_or_equal_50K",-2001
"283",283,41,277783,10,50,"Self.emp.not.inc","other","Craft.repair","White","Male","US","Less_or_equal_50K",-2001
"284",284,54,199741,9,35,"Self.emp.not.inc","other","Craft.repair","White","Male","US","Less_or_equal_50K",-2001
"285",285,25,378322,9,50,"Private","not-married","Craft.repair","White","Male","US","Less_or_equal_50K",-2001
"286",286,19,264390,10,40,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",-2001
"287",287,24,210029,9,37,"Private","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",-2001
"288",288,56,61885,13,65,"Federal.gov","not-married","Transport.moving","Black","Male","US","Less_or_equal_50K",-2001
"289",289,21,102942,10,40,"Local.gov","not-married","Other.service","White","Female","US","Less_or_equal_50K",-2001
"290",290,34,209297,9,40,"Private","not-married","Machine.op.inspct","Black","Male","US","Less_or_equal_50K",-2001
"291",291,19,198459,9,40,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",-2001
"292",292,48,93476,9,40,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",-2001
"293",293,34,174789,13,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",-2001
"294",294,31,189759,9,40,"Private","not-married","Farming.fishing","White","Male","US","Less_or_equal_50K",-2001
"295",295,36,297847,9,40,"Private","not-married","Other.service","Black","Female","US","Less_or_equal_50K",-2001
"296",296,27,124953,9,40,"Private","not-married","Other.service","White","Male","US","Less_or_equal_50K",-1980
"297",297,27,116358,10,40,"Private","not-married","Craft.repair","Asian-Pac-Islander","Male","other","Less_or_equal_50K",-1980
"298",298,35,187119,13,65,"Private","other","Sales","White","Female","US","Less_or_equal_50K",-1980
"299",299,31,161745,13,60,"Self.emp.not.inc","other","Exec.managerial","White","Male","US","Less_or_equal_50K",-1980
"300",300,27,469705,9,40,"Federal.gov","not-married","Craft.repair","Black","Male","US","Less_or_equal_50K",-1980
"301",301,28,304960,12,40,"Local.gov","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",-1980
"302",302,42,175935,9,46,"Private","other","Transport.moving","White","Male","US","Less_or_equal_50K",-1980
"303",303,44,355728,10,45,"Private","other","Exec.managerial","White","Male","other","Less_or_equal_50K",-1980
"304",304,41,53956,13,56,"Private","other","Sales","White","Male","US","Less_or_equal_50K",-1980
"305",305,28,184723,13,35,"Private","not-married","Tech.support","White","Female","US","Less_or_equal_50K",-1980
"306",306,41,185616,9,40,"Federal.gov","not-married","Adm.clerical","White","Female","US","Less_or_equal_50K",-1980
"307",307,35,54595,6,40,"Private","other","Other.service","Black","Female","US","Less_or_equal_50K",-1980
"308",308,58,126104,14,45,"Private","other","Adm.clerical","White","Female","US","Less_or_equal_50K",-1980
"309",309,40,139193,9,48,"Private","other","Machine.op.inspct","White","Male","US","Less_or_equal_50K",-1980
"310",310,31,184306,11,60,"Private","not-married","Transport.moving","White","Male","US","Less_or_equal_50K",-1980
"311",311,30,207301,9,40,"Private","not-married","Sales","White","Female","US","Less_or_equal_50K",-1980
"312",312,32,199529,10,40,"Private","other","Tech.support","Amer-Indian-Eskimo","Male","US","Less_or_equal_50K",-1980
"313",313,25,111058,10,40,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",-1980
"314",314,34,198103,9,40,"Private","not-married","Transport.moving","White","Male","US","Less_or_equal_50K",-1980
"315",315,56,34626,10,40,"Private","other","Exec.managerial","White","Female","US","Less_or_equal_50K",-1980
"316",316,45,100651,9,40,"Private","other","Other.service","White","Male","US","Less_or_equal_50K",-1980
"317",317,50,104501,9,40,"Private","not-married","Adm.clerical","White","Male","US","Less_or_equal_50K",-1980
"318",318,27,132805,6,40,"Private","not-married","Sales","White","Male","US","Less_or_equal_50K",-1980
"319",319,51,96062,10,40,"Private","married","Sales","White","Male","US","More_than_50K",-1977
"320",320,40,207578,12,60,"Private","married","Tech.support","White","Male","US","More_than_50K",-1977
"321",321,41,445382,14,65,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"322",322,49,192776,14,45,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"323",323,37,22463,11,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",-1977
"324",324,36,108293,13,45,"Self.emp.inc","married","Exec.managerial","White","Female","US","More_than_50K",-1977
"325",325,35,199352,15,80,"Private","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"326",326,29,260729,9,25,"Self.emp.inc","married","Sales","White","Female","US","More_than_50K",-1977
"327",327,50,133963,13,40,"Private","married","Prof.specialty","White","Female","US","More_than_50K",-1977
"328",328,46,129007,13,40,"Private","married","Sales","White","Male","US","More_than_50K",-1977
"329",329,44,179557,9,45,"Self.emp.not.inc","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"330",330,42,111252,14,40,"Local.gov","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"331",331,38,338320,15,50,"Federal.gov","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"332",332,45,192835,13,55,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"333",333,43,147328,14,60,"Local.gov","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"334",334,47,139268,15,60,"Self.emp.inc","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"335",335,58,349910,15,50,"Self.emp.inc","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"336",336,48,331482,15,40,"Private","married","Tech.support","White","Male","US","More_than_50K",-1977
"337",337,42,245307,13,48,"Local.gov","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"338",338,55,153484,14,50,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"339",339,51,252903,6,40,"Private","married","Sales","White","Male","US","More_than_50K",-1977
"340",340,32,295589,14,40,"Private","married","Exec.managerial","Black","Male","US","More_than_50K",-1977
"341",341,45,160472,13,50,"Local.gov","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"342",342,56,192869,14,44,"Private","married","Craft.repair","White","Male","US","More_than_50K",-1977
"343",343,38,234901,14,60,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"344",344,45,33300,11,50,"Private","married","Sales","White","Male","US","More_than_50K",-1977
"345",345,49,101825,14,40,"Private","married","Prof.specialty","White","Female","US","More_than_50K",-1977
"346",346,36,183612,9,40,"Private","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"347",347,49,185041,14,40,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"348",348,30,315640,16,40,"Private","married","Prof.specialty","Asian-Pac-Islander","Male","other","More_than_50K",-1977
"349",349,42,123838,15,50,"Self.emp.inc","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"350",350,55,31905,14,40,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"351",351,34,181091,13,45,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"352",352,54,88278,16,50,"Private","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"353",353,42,323790,13,70,"Self.emp.not.inc","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"354",354,25,90730,13,40,"Local.gov","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"355",355,55,138594,9,45,"Self.emp.inc","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"356",356,58,194068,14,50,"State.gov","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"357",357,62,218009,9,60,"Private","married","Transport.moving","White","Male","US","More_than_50K",-1977
"358",358,43,221172,15,40,"Self.emp.inc","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"359",359,57,174132,14,40,"Local.gov","married","Prof.specialty","Black","Female","US","More_than_50K",-1977
"360",360,42,277256,16,60,"Self.emp.inc","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"361",361,63,35021,13,32,"Self.emp.not.inc","married","Prof.specialty","Asian-Pac-Islander","Male","other","More_than_50K",-1977
"362",362,47,213668,15,50,"Self.emp.not.inc","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"363",363,37,99146,13,50,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"364",364,40,209547,13,60,"Private","married","Sales","White","Male","US","More_than_50K",-1977
"365",365,43,118308,13,50,"Private","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"366",366,43,33331,15,70,"State.gov","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"367",367,41,200574,15,60,"Self.emp.not.inc","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"368",368,32,204374,15,60,"Private","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"369",369,47,189680,13,40,"Private","married","Sales","White","Male","US","More_than_50K",-1977
"370",370,39,175232,10,60,"Federal.gov","married","Handlers.cleaners","White","Male","US","More_than_50K",-1977
"371",371,53,193720,10,40,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"372",372,34,189759,13,45,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"373",373,36,32776,13,40,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"374",374,47,285060,14,41,"Local.gov","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"375",375,52,23780,11,45,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"376",376,40,284706,15,60,"Self.emp.not.inc","married","Prof.specialty","Amer-Indian-Eskimo","Male","US","More_than_50K",-1977
"377",377,42,130126,13,40,"Self.emp.inc","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"378",378,51,102615,14,40,"Private","married","Protective.serv","White","Male","US","More_than_50K",-1977
"379",379,55,208311,14,20,"Private","married","Tech.support","White","Male","US","More_than_50K",-1977
"380",380,38,111499,9,99,"Private","married","Sales","White","Male","US","More_than_50K",-1977
"381",381,52,139671,10,50,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"382",382,60,165630,9,40,"Federal.gov","married","Tech.support","White","Male","US","More_than_50K",-1977
"383",383,55,124808,11,50,"Private","married","Prof.specialty","White","Male","other","More_than_50K",-1977
"384",384,47,29819,14,50,"Local.gov","married","Exec.managerial","Black","Male","US","More_than_50K",-1977
"385",385,46,102771,14,40,"Private","married","Tech.support","White","Male","US","More_than_50K",-1977
"386",386,35,86648,14,45,"Private","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"387",387,59,223215,13,50,"Self.emp.inc","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"388",388,57,437727,14,45,"Private","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"389",389,46,167515,10,50,"Private","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"390",390,46,213140,14,40,"Federal.gov","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"391",391,52,168553,9,40,"Private","married","Craft.repair","White","Male","US","More_than_50K",-1977
"392",392,45,363677,16,30,"Private","married","Prof.specialty","White","Female","US","More_than_50K",-1977
"393",393,37,241998,13,40,"Private","married","Tech.support","White","Male","US","More_than_50K",-1977
"394",394,46,337050,14,45,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"395",395,44,157249,13,50,"Private","married","Prof.specialty","Black","Male","US","More_than_50K",-1977
"396",396,45,84298,11,50,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"397",397,43,55213,9,52,"Private","married","Machine.op.inspct","White","Male","US","More_than_50K",-1977
"398",398,54,185846,14,40,"Local.gov","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"399",399,50,150999,14,40,"Private","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"400",400,45,225456,13,40,"Private","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"401",401,36,192939,14,60,"Private","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"402",402,27,183627,13,50,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"403",403,36,189404,13,35,"Private","married","Sales","White","Male","US","More_than_50K",-1977
"404",404,53,152810,14,55,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"405",405,51,123011,14,35,"Local.gov","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"406",406,28,114158,13,24,"Private","married","Prof.specialty","White","Female","US","More_than_50K",-1977
"407",407,47,228660,10,40,"Self.emp.not.inc","married","Craft.repair","White","Male","US","More_than_50K",-1977
"408",408,45,233511,13,60,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
"409",409,45,159816,14,35,"Local.gov","married","Prof.specialty","White","Female","US","More_than_50K",-1977
"410",410,39,202027,15,50,"Self.emp.not.inc","married","Prof.specialty","White","Male","US","More_than_50K",-1977
"411",411,39,218490,13,40,"Private","married","Exec.managerial","White","Male","US","More_than_50K",-1977
